Win,Def.Rank,Def.Plays,Yards.Allowed,Yards.Play.Allowed,Off.TDs.Allowed,Total.TDs.Allowed,Yards.Per.Game.Allowed,First.Down.Def.Rank,Opp.First.Down.Runs,Opp.First.Down.Passes,Opp.First.Down.Penalties,Opp.First.Downs,X4rd.Down.Def.Rank,Opp.4th.Conversion,Opp.4th.Attempt,Opponent.4th.Percent,Interceptions.Thrown.x,Pass.Def.Rank,Opp.Completions.Allowed,Opp.Pass.Attempts,Opp.Pass.Yds.Allowed,Opp.Pass.TDs.Allowed,Yards.Attempt.Allowed,Yards.Completion.Allowed,Redzone.Def.Rank,Opp.Redzone.Attempts,Opp.Redzone.Rush.TD.Allowed,Opp.Redzone.Pass.Touchdowns.Allowed,Opp.Redzone.Field.Goals.Made,Opp.Redzone.Scores,Redzone.Points.Allowed,Rushing.Def.Rank,Opp.Rush.Attempts,Opp.Rush.Yards.Alloweed,Yds.Rush.Allowed,Opp.Rush.Touchdowns.Allowed,Rush.Yards.Per.Game.Allowed,Sack.Rank,Sacks,Sack.Yards,Average.Sacks.per.Game,Scoring.Def.Rank,Touchdowns.Allowed,Opponent.Extra.Points,X2.Point.Conversions.Allowed,Opp.Feild.Goals.Made,Opp.Safety,Points.Allowed,Avg.Points.per.Game.Allowed,Defensive.Points,Safety,Tackle.for.Loss.Rank,Solo.Tackle.For.Loss,Assist.Tackle.For.Loss,Tackle.for.Loss.Yards,Total.Tackle.For.Loss,Tackle.For.Loss.Per.Game,X3rd.Down.Def.Rank,Opp.3rd.Conversion,Opp.3rd.Attempt,Opponent.3rd.Percent,Turnover.Rank,Fumbles.Recovered,Opponents.Intercepted,Turnovers.Gain,,,,,,
7,805,4805,5.97,46,50,369.6,73,125,125,12,262,68,9,15,0.6,126,1261,4,1089,8.64,19.45,7,83.8,49,58,39,1,6,46,0.793,85,1,745,4225,5.67,46,325,57,442,2058,4.66,22,158.3,14,16,1.23,79,50,49,381,33,2,0,10,1,437,33.6,54,4.2,26,164,74,146,0.507,7,25,13,4,17,8,0.62
8,977,6156,6.3,63,65,439.7,114,138,142,17,297,44,18,28,0.643,112,1083,12,4344,7.97,13.58,43,310.3,76,57,10,26,12,48,0.842,89,121,418,1534,3.67,11,109.6,103,582,2865,4.92,35,204.6,124,46,3.29,109,65,60,491,49,5,0,15,0,431,30.8,70,5,117,178,86,203,0.424,81,12,9,12,21,-9,-0.64
8,1087,6454,5.94,61,62,496.5,128,152,161,22,335,74,10,20,0.5,64,1218,9,3841,8.1,13.52,45,295.5,123,57,20,25,5,50,0.877,123,24,536,2822,5.26,29,217.1,115,617,2872,4.65,42,220.9,73,30,2.31,118,62,57,483,5,2,0,8,0,571,43.9,87,6.7,21,194,104,224,0.464,128,24,10,9,19,5,0.38
4,866,6100,7.04,61,64,508.3,116,147,131,23,301,47,10,17,0.588,102,470,14,1988,6.04,11.23,10,165.7,113,36,15,6,10,31,0.861,90,12,493,2916,5.91,25,243,121,494,2943,5.96,31,245.3,67,27,2.25,123,64,61,473,92,0,0,20,0,312,26,65,5.4,111,168,70,157,0.446,96,20,10,14,24,-4,-0.33
5,848,5085,6,44,45,423.8,84,115,129,28,272,86,14,19,0.737,118,782,13,3094,6.43,9.79,20,257.8,81,44,13,12,11,36,0.818,110,79,428,1888,4.41,17,157.3,83,479,2198,4.59,17,183.2,67,27,2.25,81,45,40,359,87,3,0,15,0,317,26.4,69,5.8,39,184,68,162,0.42,93,26,8,13,21,5,0.42
9,837,3817,4.56,28,28,293.6,12,101,98,15,214,12,11,25,0.44,8,411,11,2946,7.22,12.17,27,226.6,17,55,18,20,9,47,0.855,34,94,488,1929,3.95,19,148.4,12,435,1424,3.27,9,109.5,14,16,1.23,11,28,25,231,43,0,0,17,3,405,31.2,71,5.5,30,191,62,181,0.343,21,27,7,11,18,9,0.69
8,898,4539,5.05,33,37,349.2,43,97,138,11,246,51,9,18,0.5,25,769,9,3132,8.63,13.22,20,240.9,72,45,19,9,13,41,0.911,16,111,466,1691,3.63,20,130.1,14,458,1495,3.26,10,115,80,31,2.38,37,37,37,298,82,3,0,16,3,348,26.8,88,6.8,63,169,79,189,0.418,91,16,10,9,19,-3,-0.23
3,829,5022,6.06,44,46,418.5,76,118,128,17,263,118,4,9,0.444,62,454,4,2307,5.89,10.07,18,192.3,92,28,4,11,6,21,0.75,33,78,423,1903,4.5,14,158.6,75,468,2061,4.4,21,171.8,92,31,2.58,82,46,43,360,105,4,0,12,1,286,23.8,66,5.5,65,179,72,158,0.456,70,27,7,4,11,16,1.33
5,814,4841,5.95,34,37,403.4,54,99,139,16,254,101,6,16,0.375,26,807,7,1945,6.71,11.72,11,162.1,91,40,13,6,12,31,0.775,101,52,507,2191,4.32,20,182.6,55,390,1892,4.85,14,157.7,106,34,2.83,49,37,34,305,110,1,0,15,1,270,22.5,50,4.2,72,169,74,165,0.448,30,19,10,7,17,2,0.17
2,895,5607,6.26,58,60,467.3,79,117,122,28,267,62,15,31,0.484,10,580,10,2543,6.05,10.3,14,211.9,93,40,17,7,12,36,0.9,7,61,494,2060,4.17,20,171.7,114,543,2643,4.87,38,220.3,127,43,3.58,116,60,57,440,103,0,0,14,1,287,23.9,54,4.5,113,199,74,183,0.404,108,19,10,10,20,-1,-0.08
10,838,4393,5.24,26,27,337.9,17,104,101,21,226,30,7,19,0.368,20,419,10,2099,7.09,10.82,14,161.5,18,38,17,5,9,31,0.816,11,40,536,2592,4.84,27,199.4,51,462,1971,4.27,12,151.6,63,28,2.15,6,27,24,219,84,0,0,9,0,346,26.6,87,6.7,62,161,71,186,0.382,43,20,8,10,18,2,0.15
6,817,5157,6.31,44,49,429.8,81,116,130,23,269,49,7,12,0.583,15,495,12,2970,7.67,12.43,17,247.5,94,49,20,7,9,36,0.735,112,69,414,2008,4.85,22,167.3,82,484,2192,4.53,19,182.7,42,22,1.83,92,49,46,381,85,1,0,9,0,319,26.6,92,7.7,52,154,69,160,0.431,113,11,11,12,23,-12,-1
7,966,6102,6.32,59,62,435.9,125,160,134,22,316,108,21,29,0.724,107,1106,14,2878,8.27,13.08,27,205.6,55,48,20,15,8,43,0.896,83,22,553,3062,5.54,31,218.7,112,618,3067,4.96,37,219.1,52,27,1.93,105,62,58,479,40,0,0,15,0,447,31.9,63,4.5,15,181,85,188,0.452,98,15,3,14,17,-2,-0.14
8,880,4437,5.04,39,39,341.3,46,116,113,19,248,55,17,25,0.68,89,928,11,3246,6.81,11.98,16,249.7,28,48,18,11,12,41,0.854,120,109,438,1721,3.93,22,132.4,50,491,1946,3.96,23,149.7,89,33,2.54,39,39,36,299,96,0,0,15,2,321,24.7,101,7.8,55,186,65,184,0.353,55,22,8,11,19,3,0.23
2,843,5802,6.88,65,71,483.5,94,152,109,19,280,119,10,15,0.667,69,685,15,2533,6.43,12.06,10,211.1,40,36,16,6,7,29,0.806,102,101,403,1698,4.21,18,141.5,126,553,3327,6.02,40,277.3,127,43,3.58,127,71,70,529,121,0,0,10,0,237,19.8,46,3.8,104,166,84,162,0.519,73,13,10,15,25,-12,-1
10,915,4403,4.81,33,35,338.7,54,107,116,31,254,4,12,23,0.522,72,126,5,2970,7.67,13.26,17,228.5,38,60,25,6,22,53,0.883,83,59,563,2257,4.01,29,173.6,34,466,1802,3.87,15,138.6,102,35,2.69,26,35,26,283,37,2,0,29,0,421,32.4,83,6.4,57,205,70,198,0.354,31,25,8,5,13,12,0.92
9,913,4403,4.82,31,33,338.7,31,79,130,33,242,16,11,25,0.44,77,800,13,2965,6.85,12.35,20,228.1,73,59,19,12,15,46,0.78,67,71,475,2152,4.53,22,165.5,8,459,1355,2.95,14,104.2,27,20,1.54,27,33,30,284,73,0,0,15,1,367,28.2,92,7.1,56,189,63,199,0.317,71,24,11,13,24,0,0
5,843,4685,5.56,39,42,390.4,65,123,102,33,258,5,13,20,0.65,67,972,5,1695,7.03,13.56,12,141.3,42,31,11,8,10,29,0.935,116,17,487,2762,5.67,26,230.2,85,504,2207,4.38,20,183.9,87,30,2.5,78,42,40,344,68,1,0,12,0,342,28.5,54,4.5,57,160,66,169,0.391,88,23,9,5,14,9,0.75
4,846,5817,6.88,63,68,484.8,104,166,103,18,287,87,10,20,0.5,52,984,10,3577,8.7,13.6,27,298.1,47,48,21,10,10,41,0.854,111,102,410,1674,4.08,22,139.5,125,566,3297,5.83,38,274.8,121,39,3.25,126,68,65,515,35,0,0,11,0,394,32.8,62,5.2,95,158,61,144,0.424,119,20,14,10,24,-4,-0.33
8,1069,5994,5.61,56,59,428.1,124,128,155,28,311,16,19,34,0.559,16,608,10,3405,8.24,13.3,28,243.2,105,63,27,19,10,56,0.889,69,4,615,3919,6.37,48,279.9,76,588,2405,4.09,32,171.8,37,24,1.71,94,59,51,447,7,0,0,15,0,601,42.9,104,7.4,14,191,88,222,0.396,83,21,7,10,17,4,0.29
7,843,3626,4.3,26,28,278.9,5,107,80,18,205,106,6,14,0.429,104,540,14,2175,6.11,11.95,19,167.3,1,48,18,14,9,41,0.854,55,45,479,2489,5.2,25,191.5,42,526,1863,3.54,15,143.3,56,27,2.08,18,28,28,253,65,0,0,9,0,374,28.8,136,10.5,53,177,47,186,0.253,86,25,12,14,26,-1,-0.08
6,843,4418,5.24,40,42,368.2,46,110,113,25,248,27,12,18,0.667,38,310,5,2547,6.77,11.27,17,212.3,45,43,20,14,8,42,0.977,46,76,442,1917,4.34,25,159.8,58,479,1916,4,19,159.7,33,20,1.67,51,42,37,306,74,0,0,10,1,337,28.1,73,6.1,80,179,69,173,0.399,50,16,5,5,10,6,0.5
10,781,3577,4.58,29,32,275.2,6,89,82,35,206,94,11,21,0.524,19,506,9,2804,8.08,12.57,24,215.7,2,57,21,13,16,50,0.877,128,30,549,2649,4.83,26,203.8,23,450,1656,3.68,15,127.4,39,23,1.77,16,32,30,252,21,2,0,21,2,457,35.2,88,6.8,9,185,59,175,0.337,5,17,3,9,12,5,0.38
7,869,3941,4.54,22,24,303.2,10,55,139,19,213,123,6,17,0.353,17,520,14,2824,5.68,11.07,12,217.2,62,41,10,10,14,34,0.829,36,114,465,1623,3.49,14,124.8,1,392,1013,2.58,8,77.9,53,26,2,8,24,22,223,125,1,0,18,0,243,18.7,85,6.5,115,206,58,192,0.302,14,23,8,14,22,1,0.08
8,965,5290,5.48,44,47,377.9,89,127,122,27,276,67,10,27,0.37,31,887,11,3650,7.49,10.86,29,260.7,52,52,12,16,17,45,0.865,28,107,505,1857,3.68,15,132.6,66,533,2305,4.32,17,164.6,111,42,3,62,47,41,374,76,2,0,18,0,392,28,89,6.4,76,201,93,205,0.454,47,24,8,11,19,5,0.36
7,845,5015,5.93,41,42,385.8,24,101,120,16,237,74,15,24,0.625,75,673,14,2714,7.84,14.28,20,208.8,51,59,22,15,11,48,0.814,97,64,524,2221,4.24,23,170.8,78,436,2254,5.17,20,173.4,56,27,2.08,59,42,35,345,64,2,0,17,1,376,28.9,71,5.5,61,166,65,176,0.369,26,21,11,14,25,-4,-0.31
8,829,3420,4.13,15,15,263.1,9,90,98,24,212,122,8,23,0.348,103,806,10,2259,6.99,13.69,22,173.8,7,42,19,10,8,37,0.881,8,20,514,2907,5.66,26,223.6,2,431,1236,2.87,7,95.1,49,25,1.92,2,15,15,171,67,0,0,12,0,371,28.5,103,7.9,48,171,47,177,0.266,38,20,3,10,13,7,0.54
8,889,5050,5.68,35,39,388.5,38,84,137,23,244,64,7,25,0.28,81,612,8,3632,8.05,12.93,28,279.4,112,62,24,14,16,54,0.871,104,33,553,2631,4.76,27,202.4,22,444,1644,3.7,11,126.5,8,13,1,50,39,35,331,18,1,0,25,0,476,36.6,73,5.6,18,207,63,184,0.342,40,16,7,8,15,1,0.08
3,850,5543,6.52,57,60,426.4,83,123,138,9,270,24,21,29,0.724,85,728,5,947,7.34,17.54,5,72.8,75,38,27,2,7,36,0.947,42,5,732,3589,4.9,37,276.1,90,490,2490,5.08,33,191.5,27,20,1.54,103,60,55,436,95,2,1,11,0,325,25,37,2.8,75,184,74,159,0.465,8,21,12,5,17,4,0.31
9,859,5104,5.94,36,39,392.6,30,89,134,18,241,40,11,22,0.5,65,950,11,4071,8.21,12.19,25,313.2,108,71,25,18,19,62,0.873,19,100,483,1858,3.85,27,142.9,29,405,1710,4.22,18,131.5,5,11,0.85,45,39,37,324,31,1,0,23,0,440,33.8,83,6.4,11,184,59,177,0.333,12,19,7,11,18,1,0.08
4,895,5202,5.81,44,47,433.5,84,114,129,29,272,101,11,19,0.579,59,695,11,2966,7.34,11.54,19,247.2,78,44,19,8,12,39,0.886,53,28,464,2508,5.41,25,209,96,470,2349,5,29,195.8,77,28,2.33,88,47,40,375,57,3,0,14,1,360,30,62,5.2,85,156,76,176,0.432,111,20,11,11,22,-2,-0.17
8,959,5038,5.25,42,46,387.5,60,94,138,24,256,64,16,33,0.485,100,647,17,3624,7.35,12.28,25,278.8,89,47,18,8,14,40,0.851,3,92,436,1976,4.53,24,152,39,510,1846,3.62,14,142,18,17,1.31,63,46,41,350,45,1,0,15,1,404,31.1,103,7.9,122,185,61,200,0.305,82,22,11,17,28,-6,-0.46
3,898,5676,6.32,53,56,473,100,134,128,21,283,123,9,16,0.563,1,268,17,2127,7.39,13.9,21,177.3,104,40,17,11,5,33,0.825,107,88,505,1838,3.64,17,153.2,110,536,2604,4.86,30,217,67,27,2.25,113,56,54,434,85,2,0,7,1,319,26.6,66,5.5,84,161,78,180,0.433,116,22,9,17,26,-4,-0.33
3,961,5711,5.94,58,63,475.9,112,166,113,17,296,92,8,13,0.615,113,570,16,3182,5.93,10.71,16,265.2,43,40,13,8,10,31,0.775,114,124,354,1264,3.57,14,105.3,124,636,3221,5.06,38,268.4,125,40,3.33,125,63,60,496,94,1,0,12,0,303,25.3,75,6.3,99,196,90,194,0.464,127,17,9,16,25,-8,-0.67
2,823,4924,5.98,45,49,447.6,48,118,110,21,249,92,9,18,0.5,35,387,14,2740,6.6,11.23,14,249.1,64,45,15,9,13,37,0.822,69,44,402,2123,5.28,19,193,111,477,2407,5.05,28,218.8,7,10,0.91,107,49,45,380,77,2,0,18,0,301,27.4,79,7.2,111,168,71,162,0.438,101,17,9,14,23,-6,-0.55
9,915,4870,5.32,38,38,374.6,40,87,136,22,245,109,9,20,0.45,45,735,9,3988,7.91,12.42,28,306.8,100,60,21,17,14,52,0.867,24,87,462,1999,4.33,25,153.8,18,447,1558,3.49,20,119.8,63,28,2.15,43,38,35,314,27,0,0,19,0,450,34.6,97,7.5,83,177,69,197,0.35,34,22,8,9,17,5,0.38
8,1046,4998,4.78,33,35,357,103,88,161,37,286,113,12,24,0.5,66,620,11,2175,5.42,9.22,15,155.4,95,39,13,9,10,32,0.821,74,70,597,2337,3.91,17,166.9,11,567,1529,2.7,16,109.2,118,43,3.07,35,35,28,317,120,1,1,13,0,282,20.1,110,7.9,102,211,89,229,0.389,103,19,9,11,20,-1,-0.07
9,983,5472,5.57,35,38,390.9,90,104,160,13,277,115,8,23,0.348,36,852,16,3352,6.35,10.51,17,239.4,109,47,23,7,10,40,0.851,36,119,518,1609,3.11,25,114.9,26,478,1815,3.8,14,129.6,91,36,2.57,41,38,33,325,99,3,0,10,0,339,24.2,80,5.7,70,222,75,205,0.366,63,26,3,16,19,7,0.5
12,957,4516,4.72,26,28,347.4,68,95,141,23,259,18,13,25,0.52,108,762,13,3347,8.01,12.49,23,257.5,44,52,17,15,13,45,0.865,11,51,536,2374,4.43,27,182.6,36,472,1813,3.84,16,139.5,49,25,1.92,13,28,25,237,41,0,1,18,0,408,31.4,78,6,32,193,82,211,0.389,86,21,4,13,17,4,0.31
9,834,5082,6.09,41,42,390.9,60,100,138,18,256,8,7,15,0.467,3,845,8,2707,8.7,14.63,25,208.2,99,72,37,15,12,64,0.889,55,9,556,3361,6.04,40,258.5,33,412,1782,4.33,17,137.1,27,20,1.54,44,42,37,320,12,0,0,13,0,521,40.1,75,5.8,8,156,74,169,0.438,9,32,11,8,19,13,1
13,979,5648,5.77,44,46,403.4,100,102,145,36,283,13,9,19,0.474,2,492,8,5100,9.09,12.88,51,364.3,86,70,20,24,11,54,0.771,113,63,570,2398,4.21,23,171.3,56,490,2215,4.52,26,158.2,31,23,1.64,51,46,39,357,8,0,0,13,2,593,42.4,99,7.1,17,204,67,205,0.327,29,23,9,8,17,6,0.43
12,1036,6353,6.13,61,62,453.8,129,134,181,27,342,10,20,30,0.667,122,453,7,4520,11.27,16.5,43,322.9,129,68,25,20,17,62,0.912,126,11,527,3464,6.57,42,247.4,59,548,2237,4.08,33,159.8,20,19,1.36,101,62,54,466,1,0,1,17,1,677,48.4,79,5.6,4,140,96,207,0.464,89,11,6,7,13,-2,-0.14
7,974,5882,6.04,53,55,452.5,116,108,156,37,301,20,10,19,0.526,29,494,13,4028,8.17,13.75,33,309.8,117,67,28,17,15,60,0.896,9,46,518,2474,4.78,30,190.3,87,522,2410,4.62,26,185.4,95,34,2.62,97,55,52,422,13,0,0,16,0,499,38.4,96,7.4,23,194,71,189,0.376,118,13,9,13,22,-9,-0.69
4,906,5657,6.24,56,59,471.4,109,121,143,27,291,48,14,30,0.467,58,653,12,3564,7.43,12.16,21,297,102,58,23,14,9,46,0.793,69,110,425,1569,3.69,24,130.8,109,499,2597,5.2,31,216.4,97,32,2.67,111,59,51,431,48,2,0,14,1,370,30.8,65,5.4,93,174,70,175,0.4,79,14,8,12,20,-6,-0.5
5,918,5801,6.32,51,54,483.4,119,144,130,30,304,74,12,23,0.522,119,1012,9,4157,9.43,14.74,21,346.4,111,54,20,7,21,48,0.889,61,72,419,1969,4.7,24,164.1,116,523,2661,5.09,25,221.8,97,32,2.67,113,54,54,434,30,0,0,22,0,407,33.9,86,7.2,108,156,68,168,0.405,122,15,5,9,14,1,0.08
9,956,5017,5.25,37,38,385.9,84,102,147,23,272,27,10,25,0.4,105,998,8,3222,7.71,13.1,29,247.8,82,51,23,15,5,43,0.843,74,54,529,2332,4.41,28,179.4,43,503,1876,3.73,13,144.3,35,22,1.69,48,38,33,330,25,2,0,6,1,453,34.8,72,5.5,34,196,75,202,0.371,105,23,10,8,18,5,0.38
2,868,6441,7.42,70,76,536.8,121,155,133,18,306,7,14,22,0.636,72,378,9,2990,6.95,11.54,17,249.2,101,47,17,11,9,37,0.787,103,84,485,1867,3.85,23,155.6,128,499,3382,6.78,37,281.8,129,48,4,128,76,71,548,90,1,0,12,0,313,26.1,53,4.4,98,195,78,156,0.5,58,8,9,9,18,-10,-0.83
9,965,4556,4.72,30,34,350.5,71,122,114,24,260,68,11,26,0.423,84,640,8,2835,7.48,13.83,21,218.1,15,58,28,14,10,52,0.897,11,29,521,2664,5.11,34,204.9,72,549,2197,4,16,169,80,31,2.38,23,34,32,267,32,0,0,16,1,439,33.8,107,8.2,86,175,71,211,0.336,112,20,13,8,21,-1,-0.08
7,929,5426,5.84,48,50,387.6,94,126,124,30,280,94,13,25,0.52,60,532,6,1985,6.28,10.91,12,141.8,46,39,20,5,7,32,0.821,42,18,571,3191,5.59,30,227.9,80,519,2496,4.81,24,178.3,79,33,2.36,75,50,46,389,93,1,0,13,1,359,25.6,85,6.1,96,183,76,190,0.4,19,18,10,6,16,2,0.14
6,982,5884,5.99,47,49,452.6,122,118,163,26,307,72,14,25,0.56,86,686,13,3998,7.85,12.01,28,307.5,127,49,13,16,16,45,0.918,40,104,400,1773,4.43,20,136.4,71,499,2183,4.37,25,167.9,73,30,2.31,82,49,45,390,51,1,0,19,0,397,30.5,61,4.7,71,181,67,184,0.364,72,14,6,13,19,-5,-0.38
2,842,5799,6.89,59,62,446.1,94,107,156,17,280,30,6,13,0.462,5,274,16,2272,6.17,11.53,13,174.8,124,32,9,9,9,27,0.844,104,97,490,1867,3.81,15,143.6,69,450,2158,4.8,31,166,43,24,1.85,112,62,56,468,123,3,0,15,2,246,18.9,56,4.3,129,195,66,157,0.42,17,19,7,16,23,-4,-0.31
1,845,4818,5.7,46,49,401.5,54,115,112,27,254,94,7,14,0.5,7,328,22,1586,4.52,9.27,5,132.2,19,27,9,4,7,20,0.741,46,105,421,1609,3.82,12,134.1,108,491,2578,5.25,25,214.8,19,16,1.33,89,49,48,377,129,0,0,9,1,162,13.5,60,5,123,173,90,185,0.486,90,15,7,22,29,-14,-1.17
7,854,4350,5.09,34,35,334.6,13,77,120,19,216,51,7,15,0.467,47,259,7,2433,7.8,14.66,14,187.2,66,36,12,6,11,29,0.806,107,74,519,2102,4.05,16,161.7,7,453,1349,2.98,16,103.8,89,33,2.54,32,35,27,288,119,2,0,17,0,268,20.6,68,5.2,110,180,80,193,0.415,54,15,11,7,18,-3,-0.23
1,955,5941,6.22,54,57,495.1,106,129,138,22,289,129,20,29,0.69,79,527,13,3146,7.01,12.19,21,262.2,126,37,7,12,10,29,0.784,59,129,356,738,2.07,8,61.5,107,537,2534,4.72,23,211.2,121,39,3.25,115,57,54,439,116,0,0,14,1,255,21.3,58,4.8,120,186,78,190,0.411,125,20,6,13,19,1,0.08
5,931,5158,5.54,45,54,429.8,94,132,129,19,280,40,14,21,0.667,106,778,8,3260,6.97,12.16,28,271.7,69,47,11,19,9,39,0.83,85,118,401,1386,3.46,17,115.5,98,547,2363,4.32,22,196.9,92,31,2.58,110,54,50,423,53,3,0,11,2,365,30.4,91,7.6,119,185,94,197,0.477,120,22,7,8,15,7,0.58
3,804,5384,6.7,59,61,448.7,81,113,123,33,269,21,10,21,0.476,78,801,10,2439,7.65,12.2,19,203.3,90,39,16,11,6,33,0.846,127,92,491,1824,3.71,17,152,101,484,2436,5.03,33,203,59,25,2.08,122,61,58,465,100,2,0,9,0,290,24.2,62,5.2,109,177,55,147,0.374,62,18,12,10,22,-4,-0.33
7,991,5516,5.57,41,42,424.3,127,152,151,27,330,111,11,20,0.55,94,374,14,3547,8.01,13.04,32,272.8,65,56,15,17,11,43,0.768,58,91,444,1986,4.47,15,152.8,95,569,2539,4.46,29,195.3,39,23,1.77,69,42,39,354,56,3,0,13,0,391,30.1,80,6.2,41,168,71,182,0.39,129,16,7,14,21,-5,-0.38
7,994,5806,5.84,51,53,446.6,118,160,117,25,302,30,13,23,0.565,27,831,12,3168,7.33,12.57,17,243.7,35,45,19,5,15,39,0.867,62,43,517,2522,4.88,26,194,122,629,3218,5.12,36,247.5,110,38,2.92,95,53,51,416,69,1,0,17,1,370,28.5,88,6.8,79,195,87,210,0.414,121,21,10,12,22,-1,-0.08
5,868,4656,5.36,40,42,388,43,94,128,24,246,68,13,21,0.619,109,416,10,2989,7.44,12.25,18,249.1,61,35,12,7,9,28,0.8,53,106,392,1602,4.09,17,133.5,67,460,1977,4.3,20,164.8,67,27,2.25,64,42,37,324,90,1,0,13,0,313,26.1,83,6.9,87,167,77,193,0.399,93,10,10,10,20,-10,-0.83
6,672,3062,4.56,23,27,278.4,1,59,89,13,161,105,5,7,0.714,32,405,13,2805,7.21,10.43,19,255,10,35,10,10,10,30,0.857,10,120,399,1239,3.11,11,112.6,6,337,1130,3.35,10,102.7,111,33,3,19,27,24,218,89,0,0,18,0,288,26.2,72,6.5,103,153,53,154,0.344,13,22,10,13,23,-1,-0.09
9,942,5331,5.66,31,33,410.1,84,103,154,15,272,13,17,31,0.548,129,166,11,3550,8.37,13.1,29,273.1,114,46,12,17,12,41,0.891,35,122,384,1403,3.65,16,107.9,45,476,1899,3.99,17,146.1,43,24,1.85,37,33,32,298,72,2,0,15,1,369,28.4,71,5.5,64,170,75,199,0.377,60,18,4,11,15,3,0.23
10,951,5545,5.83,40,42,426.5,65,103,133,22,258,51,11,25,0.44,22,403,12,3441,7.46,12.7,22,264.7,115,75,34,11,22,67,0.893,17,36,602,2601,4.32,38,200.1,63,488,2112,4.33,20,162.5,109,37,2.85,64,42,39,351,11,0,0,30,0,523,40.2,96,7.4,60,211,56,196,0.286,46,31,6,12,18,13,1
7,906,4397,4.85,36,38,338.2,31,110,116,16,242,115,12,25,0.48,28,588,15,2749,6.7,11.5,18,211.5,37,34,9,7,10,26,0.765,32,81,494,2036,4.12,14,156.6,34,499,1802,3.61,19,138.6,14,16,1.23,40,38,35,300,106,0,0,13,1,306,23.5,88,6.8,92,193,58,184,0.315,39,21,11,15,26,-5,-0.38
8,1036,4843,4.67,45,47,372.5,114,142,116,39,297,87,20,35,0.571,12,877,19,3297,7.44,13.08,20,253.6,20,56,24,11,10,45,0.804,51,82,494,2027,4.1,28,155.9,86,598,2407,4.03,22,185.2,21,18,1.38,66,47,41,352,23,1,0,12,0,454,34.9,81,6.2,67,185,91,216,0.421,97,31,6,19,25,6,0.46
5,799,4529,5.67,41,42,377.4,35,103,124,16,243,100,7,13,0.538,90,476,5,2357,7.94,13.39,15,196.4,60,34,13,9,8,30,0.882,119,113,419,1549,3.7,15,129.1,52,448,1854,4.14,20,154.5,47,23,1.92,77,42,38,335,108,1,0,10,0,273,22.8,68,5.7,73,157,60,154,0.39,85,15,11,5,16,-1,-0.08
10,982,5499,5.6,44,44,392.8,106,104,158,27,289,2,12,22,0.545,98,601,6,3615,7.59,11.66,28,258.2,110,50,23,10,8,41,0.82,17,90,569,2143,3.77,24,153.1,28,486,1839,3.78,18,131.4,53,28,2,57,44,43,362,46,1,0,18,2,435,31.1,99,7,18,207,93,210,0.443,22,20,5,6,11,9,0.64
9,785,4529,5.77,40,43,348.4,14,76,124,21,221,74,5,10,0.5,9,281,9,3284,7.43,12.93,25,252.6,98,67,22,18,17,57,0.851,15,21,538,2847,5.29,28,219,3,383,1238,3.23,14,95.2,102,35,2.69,47,43,36,329,19,3,0,23,0,468,36,100,7.7,51,170,49,162,0.302,3,11,9,9,18,-7,-0.54
3,869,4607,5.3,34,39,383.9,14,100,106,15,221,97,13,22,0.591,14,477,12,2186,6.6,11.21,15,182.2,39,33,12,8,5,25,0.758,80,95,447,1777,3.98,15,148.1,81,481,2188,4.55,19,182.3,82,29,2.42,74,39,36,332,121,0,0,6,0,237,19.8,58,4.8,124,166,78,200,0.39,107,18,11,12,23,-5,-0.42
5,905,5387,5.95,44,47,448.9,90,107,142,28,277,24,8,21,0.381,82,445,15,4231,7.91,11.72,28,352.6,128,58,22,18,11,51,0.879,26,108,437,1591,3.64,26,132.6,61,471,1927,4.09,16,160.6,59,25,2.08,86,47,46,373,16,0,0,17,0,448,37.3,70,5.8,12,182,66,175,0.377,57,18,7,15,22,-4,-0.33
7,963,5620,5.84,51,54,432.3,104,116,140,31,287,101,10,23,0.435,46,697,11,2963,7.5,13.47,32,227.9,103,61,23,16,9,48,0.787,95,25,532,2807,5.28,30,215.9,79,496,2304,4.65,31,177.2,73,30,2.31,84,54,50,397,9,1,0,15,0,525,40.4,90,6.9,88,176,67,195,0.344,76,21,7,11,18,3,0.23
10,896,4523,5.05,35,38,347.9,28,100,121,19,240,90,13,20,0.65,98,601,8,2799,7.52,11.29,25,215.3,57,46,16,12,10,38,0.826,22,58,485,2263,4.67,21,174.1,24,508,1673,3.29,16,128.7,56,27,2.08,28,38,31,286,50,2,0,18,1,399,30.7,99,7.6,74,181,74,191,0.387,61,31,13,8,21,10,0.77
7,951,5288,5.56,45,46,406.8,94,106,145,29,280,120,14,29,0.483,24,485,7,2378,7.93,15.75,15,182.9,107,33,19,3,8,30,0.909,24,23,604,2836,4.7,29,218.2,46,494,1915,3.88,20,147.3,102,35,2.69,73,46,39,358,81,2,0,10,2,349,26.8,85,6.5,105,189,65,193,0.337,24,18,12,7,19,-1,-0.08
3,869,4892,5.63,37,43,407.7,65,135,95,28,258,43,4,11,0.364,40,487,10,2125,6.7,12.43,13,177.1,8,52,23,7,11,41,0.788,44,35,582,2406,4.13,23,200.5,118,559,2797,5,26,233.1,121,39,3.25,80,43,38,355,102,0,1,12,0,289,24.1,59,4.9,33,200,81,177,0.458,84,20,14,10,24,-4,-0.33
